stage,epidermis,eye,glial,liver,mesenchyme,mucous,mural_cell,neural,periderm
 24-34,0,0,0,2,1.94,0,0,15.42,2.59
 36-46,0,0,0,0,5.6,0,0,7.84,22.98
 48-58,0,0,0.79,0,9.88,0,0,3.95,6.16
 60-70,0,0,0,2.59,3.68,0,0,15.28,1.78
 72-82,0,1.1,0,0,7.28,0,0,0,0
 84-94,0,3.7,0,0,0,0,2.5,0,0
 96-106,0,2.47,0,0,1.53,0,0,0,2.65
108-118,0,0,0,0,0,0,0,0,0.46
120,5.79,0,0,0,0,2.91,0,0,0
