stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,61.46,513.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.08,0,0,0,0,0,0,0,0,0,0
  5-6,7.35,185.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,20.64,0,0,0,0,0,0,0,0,0,0
  7-9,18.56,0,0,4.13,0,0,0,3.28,0,0,0,0,0,43.94,0,0,0,0,0,0,0,0,0,0,0,75.44,31.84,0,0,37.1,0,25.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.86,0,12.49,0,6.13,0,17.42,0,0,0,0,0,25.01,0,0,0,0,0,0,0,0,0,0,0,131.96,66.32,0,0,97.4,0,29.02,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.23,0,17.12,15.07,0,2.95,0,0,0,2.05,0,0,0,0,0,0,0,15.36,0.85,11.02,0.95,0,6.33,20.74,48.34,0,6.01,0,0,492.92,0,3.73,1.11,6.4,55.59,0,0,9.13,0,0
 24-34,0,0,1.73,0,31.3,1.57,0,8.44,0,0,0.79,3.12,0,0,0.81,5.14,3.28,0,0,0,0,24.23,13.25,0,24.52,99.41,26.61,0.78,15.34,0,0,916.19,0,0,5.69,3.39,83.78,0,0,60.46,0,0.93
 36-46,0,0,0.94,0,15.34,0,0,8.53,0,2.34,2.51,5.11,0,0,0.95,0,14.33,0,0.77,0,7.33,49.7,20.26,0,13.12,108.37,19.55,0.73,11.21,0,0,1146.49,0.81,0,1.11,0,42.93,0,0,15.97,0,0
 48-58,0,0,0,0,17.66,1.22,0,22.06,0,2.96,2.42,13.37,0,1.85,1.45,0,9.82,0,0,0,0.48,68.75,57,8.41,13.35,104.76,19.06,4.93,12.71,0,0.85,736.52,0,0,0.4,0,49.14,0,0,22.22,0,5.2
 60-70,0,0,1.1,0,23.84,0,0,17.94,0,5.88,4.71,11.45,12.36,0.89,0,0,3.56,1.16,1.02,0,0,121.96,52.9,0.59,10.49,86.66,2.88,2.06,13.39,0,0,398.19,0,0,0,0,24.15,0.73,0.71,7.9,0,0
 72-82,0,0,2.4,0,16.84,0,0,25.13,3.17,9.37,0.77,5.84,32.97,1.51,0.86,0,10.94,0,0,0,0,112.14,92.63,1.81,7.25,77.87,1.82,3.41,25.92,0,0,246.14,0,0,1.88,0,38.43,0,0.49,29.67,0.51,1.14
 84-94,0,0,2.24,0,45.4,1.66,0,36.22,0,2.82,1.92,4.47,65.95,0,1.45,2.18,7.47,0.74,1.6,0,0,88.07,104.67,0.57,4.69,43.91,2.59,18.24,35.14,0,0,768.51,0,0,0,0,24.41,1.32,1.26,43.7,0,0
 96-106,0,0,2.85,0,107.8,0,0,31.71,0,5.55,0.6,10.82,175.02,0,2.94,6.11,11.81,0,2.9,0,0,92.85,144.76,0,4.13,68,3.12,6.95,22.75,0,0,837.09,0,0,0,0,29.67,3.14,0,30.76,1.27,10.26
108-118,0,0,1.63,0,106.21,5.87,0.73,46.52,0,8.78,1.92,10.25,288.47,0,0.61,1.6,22.12,0,4.62,4.17,2.88,66.43,167.37,0,4.56,80.9,0.47,6.92,46.28,0,0,799.91,0,0,0.54,0,17.16,11.72,2.57,19.37,0,0
120,0,0,0,0,115.18,2.25,0,10.43,0,7.1,7.56,0,178.34,0,0,12.38,16.19,0,3.97,1.43,0,74.61,135.49,0,0,68.56,2.26,16.23,19.86,0,0,472.69,0,0,0,0,16.93,1.06,3.6,15.23,0,3.6
