stage,axial,blastomeres,endoderm,epidermis,eye,immune,neural,periderm,spinal_cord
  3-4,14.43,123.89,0,0,0,0,0,0,0
  5-6,0,68.7,0,0,0,0,0,0,0
  7-9,0,0,3.91,0,6.66,0,5.52,0,0
 10-12,0,0,0,0,0,0,3.98,0,0
 14-21,0,0,0,0,0,0,0,0,1.37
 24-34,0,0,0,0,0,0,11.6,0,0
 48-58,0,0,0,0,0,0,7.04,0,0
 60-70,0,0,0,0.83,3.42,0,0,4.68,0
 72-82,0,0,0,0,2.07,0,0,0,0
 84-94,0,0,0,0,5.55,0,0,0,0
 96-106,0,0,0,0,0,0.59,0,0,0
108-118,0,0,0,0,2.04,0,0,1.13,0
120,0,0,0,0,0,2.32,0,2.76,0
